Esecuzione, Risultato
1, 0.6122596263885498
2, 0.6172530651092529
3, 0.6172430515289307
4, 0.6032843589782715
5, 0.6134018898010254
6, 0.61383056640625
7, 0.616757869720459
8, 0.6185243129730225
9, 0.6155965328216553
10, 0.6132020950317383
