Esecuzione, Risultato
1, 0.8757038116455078
2, 0.73232102394104
3, 0.713700532913208
4, 0.7994823455810547
5, 0.7437303066253662
6, 0.7510449886322021
7, 0.8180580139160156
8, 0.861335277557373
9, 0.7644538879394531
10, 0.7223429679870605
