Esecuzione, Risultato
1, 0.2516336441040039
2, 0.265486478805542
3, 0.27016568183898926
4, 0.2620580196380615
5, 0.2614603042602539
6, 0.2644808292388916
7, 0.25637030601501465
8, 0.271639347076416
9, 0.24487066268920898
10, 0.2596592903137207
