Esecuzione, Risultato
1, 0.6166388988494873
2, 0.6274013519287109
3, 0.6136672496795654
4, 0.6233677864074707
5, 0.636021614074707
6, 0.6188859939575195
7, 0.6137948036193848
8, 0.6308205127716064
9, 0.6397953033447266
10, 0.6255037784576416
