Esecuzione, Risultato
1, 0.532142162322998
2, 0.518944501876831
3, 0.5142879486083984
4, 0.515495777130127
5, 0.5357694625854492
6, 0.5385959148406982
7, 0.5136754512786865
8, 0.5304088592529297
9, 0.5211336612701416
10, 0.5476861000061035
