Esecuzione, Risultato
1, 1.2262051105499268
2, 1.2190682888031006
3, 1.2138452529907227
4, 1.2275395393371582
5, 1.2436821460723877
6, 1.232832670211792
7, 1.2298614978790283
8, 1.2339506149291992
9, 1.2387475967407227
10, 1.2120256423950195
