Esecuzione, Risultato
1, 2.935896158218384
2, 2.5083587169647217
3, 2.83382511138916
4, 2.8085014820098877
5, 3.010991334915161
6, 2.7469778060913086
7, 3.0284080505371094
8, 2.6892452239990234
9, 2.771703004837036
10, 2.2102975845336914
