Esecuzione, Risultato
1, 1.1525928974151611
2, 1.1114168167114258
3, 1.1479823589324951
4, 1.122541904449463
5, 1.1476411819458008
6, 1.1811411380767822
7, 1.1389060020446777
8, 1.130723476409912
9, 1.1339726448059082
10, 1.1311748027801514
