Esecuzione, Risultato
1, 0.5033261775970459
2, 0.4833226203918457
3, 0.5028269290924072
4, 0.4860861301422119
5, 0.4848616123199463
6, 0.47998499870300293
7, 0.4835498332977295
8, 0.4885289669036865
9, 0.4848968982696533
10, 0.4837048053741455
