Esecuzione, Risultato
1, 1.3810184001922607
2, 1.2942290306091309
3, 1.4190714359283447
4, 1.4185247421264648
5, 1.4919390678405762
6, 1.2651615142822266
7, 1.254502773284912
8, 1.2647898197174072
9, 1.328857421875
10, 1.3686919212341309
