Esecuzione, Risultato
1, 2.3049137592315674
2, 2.4814391136169434
3, 2.3875322341918945
4, 2.258793592453003
5, 2.363363265991211
6, 2.3362979888916016
7, 2.3071274757385254
8, 2.413378953933716
9, 2.310584783554077
10, 2.361542224884033
