Esecuzione, Risultato
1, 1.008056640625
2, 1.057967185974121
3, 0.9943039417266846
4, 1.0176072120666504
5, 1.0277559757232666
6, 1.0088329315185547
7, 1.0446844100952148
8, 1.0241615772247314
9, 1.0020017623901367 
10, 1.0004432201385498
